Name,Name,Run 1,sex,rider_country,race_country,Date,track_name
Mio SUEMASA,Mio SUEMASA,6:23.189,Women,Japanese, Canada,30th Jun 2002,Mont-Sainte-Anne
Vanessa QUIN,Vanessa QUIN,6:23.2710,Women,New Zealand, Canada,30th Jun 2002,Mont-Sainte-Anne
Kathy PRUITT,Kathy PRUITT,6:31.8111,Women,American, Canada,30th Jun 2002,Mont-Sainte-Anne
Missy GIOVE,Missy GIOVE,6:31.9312,Women,American, Canada,30th Jun 2002,Mont-Sainte-Anne
Céline GROS,Céline GROS,6:36.5513,Women,French, Canada,30th Jun 2002,Mont-Sainte-Anne
Lisa-Ann HORLOR,Lisa-Ann HORLOR,6:36.6714,Women,New Zealand, Canada,30th Jun 2002,Mont-Sainte-Anne
Arnelie THÉVOZ,Arnelie THÉVOZ,6:37.8715,Women,Swiss, Canada,30th Jun 2002,Mont-Sainte-Anne
Melissa BUHL,Melissa BUHL,6:41.2516,Women,American, Canada,30th Jun 2002,Mont-Sainte-Anne
Helen GASKELL,Helen GASKELL,6:46.0517,Women,British, Canada,30th Jun 2002,Mont-Sainte-Anne
Sandra WALKER,Sandra WALKER,6:47.6718,Women,Swiss, Canada,30th Jun 2002,Mont-Sainte-Anne
Cassandra BOON,Cassandra BOON,6:55.0319,Women,Canadian, Canada,30th Jun 2002,Mont-Sainte-Anne
Anneke BEERTEN,Anneke BEERTEN,6:57.5320,Women,Dutch, Canada,30th Jun 2002,Mont-Sainte-Anne
Pascaline REUSSER,Pascaline REUSSER,7:01.5621,Women,Swiss, Canada,30th Jun 2002,Mont-Sainte-Anne
Nolvenn LE CAER,Nolvenn LE CAER,7:04.2422,Women,French, Canada,30th Jun 2002,Mont-Sainte-Anne
Diana MARGGRAFF,Diana MARGGRAFF,7:13.8023,Women,Ecuadorian, Canada,30th Jun 2002,Mont-Sainte-Anne
Mami MASUDA,Mami MASUDA,7:15.8324,Women,Japanese, Canada,30th Jun 2002,Mont-Sainte-Anne
Michelle DUMARESQ,Michelle DUMARESQ,7:26.1625,Women,Canadian, Canada,30th Jun 2002,Mont-Sainte-Anne
Sophie POIRIER,Sophie POIRIER,9:29.9426,Women,Canadian, Canada,30th Jun 2002,Mont-Sainte-Anne
Cassidy JOHNSON,Cassidy JOHNSON,DNF,Women,Canadian, Canada,30th Jun 2002,Mont-Sainte-Anne
Chris KOVARIK,Chris KOVARIK,2:57.781,Men,Australian, Slovenia,9th Jun 2002,Maribor
Steve PEAT,Steve PEAT,2:57.792,Men,British, Slovenia,9th Jun 2002,Maribor
Fabien BAREL,Fabien BAREL,2:59.053,Men,French, Slovenia,9th Jun 2002,Maribor
Nicolas VOUILLOZ,Nicolas VOUILLOZ,2:59.424,Men,French, Slovenia,9th Jun 2002,Maribor
Mickael PASCAL,Mickael PASCAL,3:01.195,Men,French, Slovenia,9th Jun 2002,Maribor
Ivan OULEGO MORENO,Ivan OULEGO MORENO,3:03.446,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Cédric GRACIA,Cédric GRACIA,3:03.927,Men,French, Slovenia,9th Jun 2002,Maribor
Mick HANNAH,Mick HANNAH,3:04.648,Men,Australian, Slovenia,9th Jun 2002,Maribor
Cesar ROJO VIDAL,Cesar ROJO VIDAL,3:06.759,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Julien POOMANS,Julien POOMANS,3:07.8610,Men,French, Slovenia,9th Jun 2002,Maribor
Greg MINNAAR,Greg MINNAAR,3:07.8711,Men,South African, Slovenia,9th Jun 2002,Maribor
Claudio CALUORI,Claudio CALUORI,3:08.7212,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Crawford CARRICK-ANDERSON,Crawford CARRICK-ANDERSON,3:09.1413,Men,British, Slovenia,9th Jun 2002,Maribor
Oscar SAIZ,Oscar SAIZ,3:09.1514,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Cyril LAGNEAU,Cyril LAGNEAU,3:09.2015,Men,French, Slovenia,9th Jun 2002,Maribor
David VAZQUEZ LOPEZ,David VAZQUEZ LOPEZ,3:09.3416,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Matti LEHIKOINEN,Matti LEHIKOINEN,3:09.6217,Men,Finnish, Slovenia,9th Jun 2002,Maribor
Marcus KLAUSMANN,Marcus KLAUSMANN,3:10.6718,Men,German, Slovenia,9th Jun 2002,Maribor
Nigel PAGE,Nigel PAGE,3:11.1119,Men,British, Slovenia,9th Jun 2002,Maribor
Sean MCCARROLL,Sean MCCARROLL,3:11.7120,Men,Australian, Slovenia,9th Jun 2002,Maribor
Gee ATHERTON,Gee ATHERTON,3:12.3621,Men,British, Slovenia,9th Jun 2002,Maribor
Michal MAROŠI (1978),Michal MAROŠI (1978),3:12.3621,Men,Czech, Slovenia,9th Jun 2002,Maribor
Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,3:12.3823,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Thomas RYSER,Thomas RYSER,3:12.4624,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Markolf BERCHTOLD,Markolf BERCHTOLD,3:13.1825,Men,Brazilian, Slovenia,9th Jun 2002,Maribor
Adam VAGNER,Adam VAGNER,3:13.4626,Men,Czech, Slovenia,9th Jun 2002,Maribor
David WARDELL,David WARDELL,3:13.5527,Men,British, Slovenia,9th Jun 2002,Maribor
John KIRKCALDIE,John KIRKCALDIE,3:13.6228,Men,New Zealand, Slovenia,9th Jun 2002,Maribor
Nicolas ORTIZ,Nicolas ORTIZ,3:13.6829,Men,French, Slovenia,9th Jun 2002,Maribor
Rob WARNER,Rob WARNER,3:14.1230,Men,British, Slovenia,9th Jun 2002,Maribor
Zigmars SKOLINS,Zigmars SKOLINS,3:14.4631,Men,Latvian, Slovenia,9th Jun 2002,Maribor
Marc BEAUMONT,Marc BEAUMONT,3:14.9932,Men,British, Slovenia,9th Jun 2002,Maribor
Nathaniel GOINY,Nathaniel GOINY,3:15.3933,Men,German, Slovenia,9th Jun 2002,Maribor
Andreas STEFFEN,Andreas STEFFEN,3:15.9134,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Roger GONZALEZ SALVADOR,Roger GONZALEZ SALVADOR,3:16.1735,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Rene WILDHABER,Rene WILDHABER,3:16.5636,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Stu THOMSON,Stu THOMSON,3:16.6437,Men,British, Slovenia,9th Jun 2002,Maribor
Johan POSSMAN,Johan POSSMAN,3:16.8938,Men,Swedish, Slovenia,9th Jun 2002,Maribor
Bruno ZANCHI,Bruno ZANCHI,3:17.5639,Men,Italian, Slovenia,9th Jun 2002,Maribor
Corrado HERIN,Corrado HERIN,3:17.6740,Men,Italian, Slovenia,9th Jun 2002,Maribor
Karim AMOUR,Karim AMOUR,3:17.8941,Men,French, Slovenia,9th Jun 2002,Maribor
Bas DE BEVER,Bas DE BEVER,3:17.9842,Men,Dutch, Slovenia,9th Jun 2002,Maribor
Will LONGDEN,Will LONGDEN,3:19.4243,Men,British, Slovenia,9th Jun 2002,Maribor
Vlastimil HYNCICA,Vlastimil HYNCICA,3:19.4944,Men,Czech, Slovenia,9th Jun 2002,Maribor
Scott BEAUMONT,Scott BEAUMONT,3:19.7145,Men,British, Slovenia,9th Jun 2002,Maribor
Wilfred VAN DE HATERD,Wilfred VAN DE HATERD,3:19.7145,Men,Dutch, Slovenia,9th Jun 2002,Maribor
David SCHATZKI,David SCHATZKI,3:19.8247,Men,German, Slovenia,9th Jun 2002,Maribor
Filip POLC,Filip POLC,3:19.8848,Men,Slovakian, Slovenia,9th Jun 2002,Maribor
Espen JOHNSEN,Espen JOHNSEN,3:20.7549,Men,Norwegian, Slovenia,9th Jun 2002,Maribor
Damien MERMOUD,Damien MERMOUD,3:20.8450,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Gertje THOLEN,Gertje THOLEN,3:20.8951,Men,Dutch, Slovenia,9th Jun 2002,Maribor
Pasqual CANALS FLIX,Pasqual CANALS FLIX,3:22.3052,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Guido TSCHUGG,Guido TSCHUGG,3:22.8053,Men,German, Slovenia,9th Jun 2002,Maribor
Jorge AGUIN CASTRO,Jorge AGUIN CASTRO,3:24.1854,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Janez JAMNIK,Janez JAMNIK,3:25.1155,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Nino ANTIC,Nino ANTIC,3:26.2256,Men,German, Slovenia,9th Jun 2002,Maribor
Mario SCHURTER,Mario SCHURTER,3:26.3457,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Kirt VOREIS,Kirt VOREIS,3:26.5958,Men,American, Slovenia,9th Jun 2002,Maribor
Michael GÖLLES,Michael GÖLLES,3:27.7259,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Trevor PORTER,Trevor PORTER,3:28.3060,Men,Canadian, Slovenia,9th Jun 2002,Maribor
Mickael DELDYCKE,Mickael DELDYCKE,3:28.4661,Men,French, Slovenia,9th Jun 2002,Maribor
Lubos PECHO,Lubos PECHO,3:29.7462,Men,Slovakian, Slovenia,9th Jun 2002,Maribor
Naoki IDEGAWA,Naoki IDEGAWA,3:29.9063,Men,Japanese, Slovenia,9th Jun 2002,Maribor
Glyn O'BRIEN,Glyn O'BRIEN,3:30.0264,Men,Irish, Slovenia,9th Jun 2002,Maribor
Nico VINK,Nico VINK,3:30.0865,Men,Belgian, Slovenia,9th Jun 2002,Maribor
Grzegorz ZIELINSKI,Grzegorz ZIELINSKI,3:30.1066,Men,Polish, Slovenia,9th Jun 2002,Maribor
Frank SCHNEIDER,Frank SCHNEIDER,3:30.3867,Men,German, Slovenia,9th Jun 2002,Maribor
Milan KOZAR,Milan KOZAR,3:30.5268,Men,Slovakian, Slovenia,9th Jun 2002,Maribor
Matieu PROST,Matieu PROST,3:30.9169,Men,French, Slovenia,9th Jun 2002,Maribor
Giorgio IANNIS,Giorgio IANNIS,3:31.3770,Men,Italian, Slovenia,9th Jun 2002,Maribor
Steve BARKER,Steve BARKER,3:31.5671,Men,British, Slovenia,9th Jun 2002,Maribor
John LAWLOR,John LAWLOR,3:31.5671,Men,Irish, Slovenia,9th Jun 2002,Maribor
Aku TUUNAINEN,Aku TUUNAINEN,3:33.0073,Men,Finnish, Slovenia,9th Jun 2002,Maribor
Ragnar SYLWAN,Ragnar SYLWAN,3:33.3874,Men,Swedish, Slovenia,9th Jun 2002,Maribor
Masashi TAKEMOTO,Masashi TAKEMOTO,3:34.9975,Men,Japanese, Slovenia,9th Jun 2002,Maribor
Stefan KUDELLA,Stefan KUDELLA,3:45.3776,Men,German, Slovenia,9th Jun 2002,Maribor
Javier ECHEVARRIA RUIZ,Javier ECHEVARRIA RUIZ,3:45.8077,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Norbert SCHIMPFLE,Norbert SCHIMPFLE,DNF,Men,German, Slovenia,9th Jun 2002,Maribor
Himar SANCHEZ SALMINEN,Himar SANCHEZ SALMINEN,DNF,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Janez GRASIC,Janez GRASIC,DNS,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Filip MATUS,Filip MATUS,DNQ,Men,Czech, Slovenia,9th Jun 2002,Maribor
Dan ATHERTON,Dan ATHERTON,DNQ,Men,British, Slovenia,9th Jun 2002,Maribor
Herman ÖLUND,Herman ÖLUND,DNQ,Men,Swedish, Slovenia,9th Jun 2002,Maribor
Samuel ZBINDEN,Samuel ZBINDEN,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Kristof LENSSENS,Kristof LENSSENS,DNQ,Men,Belgian, Slovenia,9th Jun 2002,Maribor
Jonas WESTMANN,Jonas WESTMANN,DNQ,Men,Swedish, Slovenia,9th Jun 2002,Maribor
David BONHOMME,David BONHOMME,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Mark HARRIES,Mark HARRIES,DNQ,Men,British, Slovenia,9th Jun 2002,Maribor
Jordi BAGO,Jordi BAGO,DNQ,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Vincent SAUT,Vincent SAUT,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Rüdiger JAHNEL,Rüdiger JAHNEL,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
William CORRY,William CORRY,DNQ,Men,Irish, Slovenia,9th Jun 2002,Maribor
Tobias HOSTETTLER,Tobias HOSTETTLER,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Walter MARTINSCHITZ,Walter MARTINSCHITZ,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Petri ROUVINEN,Petri ROUVINEN,DNQ,Men,Finnish, Slovenia,9th Jun 2002,Maribor
Simon DIENER,Simon DIENER,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Mark HOPKINS,Mark HOPKINS,DNQ,Men,South African, Slovenia,9th Jun 2002,Maribor
Joan COROMINAS VILARRASA,Joan COROMINAS VILARRASA,DNQ,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Karlis KISURO,Karlis KISURO,DNQ,Men,Latvian, Slovenia,9th Jun 2002,Maribor
Loic GADEN,Loic GADEN,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Visa MALINEN,Visa MALINEN,DNQ,Men,Finnish, Slovenia,9th Jun 2002,Maribor
Markus PETSCHENIG,Markus PETSCHENIG,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Ferran MARIAS SORRIBES,Ferran MARIAS SORRIBES,DNQ,Men,Spanish, Slovenia,9th Jun 2002,Maribor
Neil ARNOLD,Neil ARNOLD,DNQ,Men,British, Slovenia,9th Jun 2002,Maribor
Arnaud BONIFACI,Arnaud BONIFACI,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Daniel AUERSWALD,Daniel AUERSWALD,DNQ,Men,German, Slovenia,9th Jun 2002,Maribor
Nobuyuki TADA,Nobuyuki TADA,DNQ,Men,Japanese, Slovenia,9th Jun 2002,Maribor
Markus STOECKL,Markus STOECKL,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Crt Bill SLIVNIK,Crt Bill SLIVNIK,DNQ,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Koen VAN VALKENHOEF,Koen VAN VALKENHOEF,DNQ,Men,Dutch, Slovenia,9th Jun 2002,Maribor
Jens BÖTTNER,Jens BÖTTNER,DNQ,Men,German, Slovenia,9th Jun 2002,Maribor
Yoan SADDIER,Yoan SADDIER,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Luka NOVAK,Luka NOVAK,DNQ,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Luca PITTINO,Luca PITTINO,DNQ,Men,Italian, Slovenia,9th Jun 2002,Maribor
Marcus LAGERBLAD,Marcus LAGERBLAD,DNQ,Men,Swedish, Slovenia,9th Jun 2002,Maribor
Stefan PERSSON,Stefan PERSSON,DNQ,Men,Swedish, Slovenia,9th Jun 2002,Maribor
Bertrand HAMON,Bertrand HAMON,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Bostjan FELC,Bostjan FELC,DNQ,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Uwe TRUMMER,Uwe TRUMMER,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Ramon HUNZIKER,Ramon HUNZIKER,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Simon FINKEL,Simon FINKEL,DNQ,Men,German, Slovenia,9th Jun 2002,Maribor
Jörg NEUHART,Jörg NEUHART,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Reji OSHIMA,Reji OSHIMA,DNQ,Men,Japanese, Slovenia,9th Jun 2002,Maribor
Stefan HERRMANN,Stefan HERRMANN,DNQ,Men,German, Slovenia,9th Jun 2002,Maribor
Xavier CHAMBET,Xavier CHAMBET,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Hynek HAJEK,Hynek HAJEK,DNQ,Men,Czech, Slovenia,9th Jun 2002,Maribor
Gino SCHLIFSKE,Gino SCHLIFSKE,DNQ,Men,German, Slovenia,9th Jun 2002,Maribor
Thomas BARRÉ,Thomas BARRÉ,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Trond Gjerdrem HANSEN,Trond Gjerdrem HANSEN,DNQ,Men,Norwegian, Slovenia,9th Jun 2002,Maribor
Ernest STUNZANS,Ernest STUNZANS,DNQ,Men,Polish, Slovenia,9th Jun 2002,Maribor
Andrej SUMBERGAR,Andrej SUMBERGAR,DNQ,Men,Slovenian, Slovenia,9th Jun 2002,Maribor
Marty MCGUIGAN,Marty MCGUIGAN,DNQ,Men,Irish, Slovenia,9th Jun 2002,Maribor
Ernst JIRSAK,Ernst JIRSAK,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Andreas PAULI,Andreas PAULI,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Heinz HOSTETTLER,Heinz HOSTETTLER,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Joe CALAN,Joe CALAN,DNQ,Men,Swiss, Slovenia,9th Jun 2002,Maribor
Geritt BEYTAGH,Geritt BEYTAGH,DNQ,Men,American, Slovenia,9th Jun 2002,Maribor
Nathan RENNIE,Nathan RENNIE,DNQ,Men,Australian, Slovenia,9th Jun 2002,Maribor
Adrian STOICA,Adrian STOICA,DNQ,Men,Romanian, Slovenia,9th Jun 2002,Maribor
Declan HALTON,Declan HALTON,DNQ,Men,Irish, Slovenia,9th Jun 2002,Maribor
Mathias HAAS,Mathias HAAS,DNQ,Men,Austrian, Slovenia,9th Jun 2002,Maribor
Stefan CEMAN,Stefan CEMAN,DNQ,Men,Slovakian, Slovenia,9th Jun 2002,Maribor
Kyle EBBETT,Kyle EBBETT,DNQ,Men,American, Slovenia,9th Jun 2002,Maribor
Kamil TATARKOVIC,Kamil TATARKOVIC,DNQ,Men,Czech, Slovenia,9th Jun 2002,Maribor
Remi TOMASSONE,Remi TOMASSONE,DNQ,Men,French, Slovenia,9th Jun 2002,Maribor
Anne-Caroline CHAUSSON,Anne-Caroline CHAUSSON,3:30.111,Women,French, Slovenia,9th Jun 2002,Maribor
Sabrina JONNIER,Sabrina JONNIER,3:39.282,Women,French, Slovenia,9th Jun 2002,Maribor
Petra BERNHARD,Petra BERNHARD,3:39.353,Women,Austrian, Slovenia,9th Jun 2002,Maribor
Anita MOLCIK,Anita MOLCIK,3:41.014,Women,Austrian, Slovenia,9th Jun 2002,Maribor
Céline GROS,Céline GROS,3:42.145,Women,French, Slovenia,9th Jun 2002,Maribor
Miriam BLAS OTONDO,Miriam BLAS OTONDO,3:42.406,Women,Spanish, Slovenia,9th Jun 2002,Maribor
Vanessa QUIN,Vanessa QUIN,3:46.627,Women,New Zealand, Slovenia,9th Jun 2002,Maribor
Sandra WALKER,Sandra WALKER,3:46.738,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Tracy MOSELEY,Tracy MOSELEY,3:48.029,Women,British, Slovenia,9th Jun 2002,Maribor
Kathy PRUITT,Kathy PRUITT,3:48.0310,Women,American, Slovenia,9th Jun 2002,Maribor
Emmeline RAGOT,Emmeline RAGOT,3:48.1211,Women,French, Slovenia,9th Jun 2002,Maribor
Marielle SANER,Marielle SANER,3:49.0012,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Nolvenn LE CAER,Nolvenn LE CAER,3:51.2413,Women,French, Slovenia,9th Jun 2002,Maribor
Melissa BUHL,Melissa BUHL,3:51.5714,Women,American, Slovenia,9th Jun 2002,Maribor
Claire BAUCHET,Claire BAUCHET,3:52.0115,Women,French, Slovenia,9th Jun 2002,Maribor
Pascaline REUSSER,Pascaline REUSSER,3:52.3816,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Mio SUEMASA,Mio SUEMASA,3:52.5717,Women,Japanese, Slovenia,9th Jun 2002,Maribor
Fionn GRIFFITHS,Fionn GRIFFITHS,3:57.3218,Women,British, Slovenia,9th Jun 2002,Maribor
Mami MASUDA,Mami MASUDA,3:57.9719,Women,Japanese, Slovenia,9th Jun 2002,Maribor
Sarah STIEGER,Sarah STIEGER,4:00.9720,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Helen GASKELL,Helen GASKELL,4:01.5321,Women,British, Slovenia,9th Jun 2002,Maribor
Bernardita PIZARRO,Bernardita PIZARRO,4:01.7622,Women,Chilean, Slovenia,9th Jun 2002,Maribor
Diana MARGGRAFF,Diana MARGGRAFF,4:05.3223,Women,Ecuadorian, Slovenia,9th Jun 2002,Maribor
Sandra HOHL,Sandra HOHL,4:05.6324,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Violeta JANEIRO ALFAGEME,Violeta JANEIRO ALFAGEME,4:05.6525,Women,Spanish, Slovenia,9th Jun 2002,Maribor
Missy GIOVE,Missy GIOVE,4:07.4126,Women,American, Slovenia,9th Jun 2002,Maribor
April LAWYER,April LAWYER,4:08.6527,Women,American, Slovenia,9th Jun 2002,Maribor
Sara MOLOGNI,Sara MOLOGNI,4:10.6228,Women,Italian, Slovenia,9th Jun 2002,Maribor
Daniela BOSSARD,Daniela BOSSARD,4:10.9629,Women,Swiss, Slovenia,9th Jun 2002,Maribor
Anneke BEERTEN,Anneke BEERTEN,4:25.6630,Women,Dutch, Slovenia,9th Jun 2002,Maribor
Karen BALLANTINE,Karen BALLANTINE,DNQ,Women,British, Slovenia,9th Jun 2002,Maribor
Helene Valerie FRUHWIRTH,Helene Valerie FRUHWIRTH,DNQ,Women,Austrian, Slovenia,9th Jun 2002,Maribor
Bohdana PULPANOVA,Bohdana PULPANOVA,DNQ,Women,Czech, Slovenia,9th Jun 2002,Maribor
Jaymie MART,Jaymie MART,DNQ,Women,Barbadian, Slovenia,9th Jun 2002,Maribor
Helena BOSKOVA,Helena BOSKOVA,DNQ,Women,Slovakian, Slovenia,9th Jun 2002,Maribor
Sonja GRANZOW,Sonja GRANZOW,DNQ,Women,German, Slovenia,9th Jun 2002,Maribor
Anja JERENKO,Anja JERENKO,DNQ,Women,German, Slovenia,9th Jun 2002,Maribor
Chris KOVARIK,Chris KOVARIK,4:33.981,Men,Australian, UK,2nd Jun 2002,Fort William
Cédric GRACIA,Cédric GRACIA,4:48.002,Men,French, UK,2nd Jun 2002,Fort William
Nathan RENNIE,Nathan RENNIE,4:48.002,Men,Australian, UK,2nd Jun 2002,Fort William
Nicolas VOUILLOZ,Nicolas VOUILLOZ,4:50.364,Men,French, UK,2nd Jun 2002,Fort William
Mickael PASCAL,Mickael PASCAL,4:51.445,Men,French, UK,2nd Jun 2002,Fort William
Fabien BAREL,Fabien BAREL,4:52.726,Men,French, UK,2nd Jun 2002,Fort William
Mick HANNAH,Mick HANNAH,4:54.407,Men,Australian, UK,2nd Jun 2002,Fort William
John KIRKCALDIE,John KIRKCALDIE,4:54.728,Men,New Zealand, UK,2nd Jun 2002,Fort William
Kirt VOREIS,Kirt VOREIS,4:55.039,Men,American, UK,2nd Jun 2002,Fort William
Nigel PAGE,Nigel PAGE,4:55.6110,Men,British, UK,2nd Jun 2002,Fort William
David VAZQUEZ LOPEZ,David VAZQUEZ LOPEZ,4:55.7211,Men,Spanish, UK,2nd Jun 2002,Fort William
Cesar ROJO VIDAL,Cesar ROJO VIDAL,4:56.4112,Men,Spanish, UK,2nd Jun 2002,Fort William
Bas DE BEVER,Bas DE BEVER,5:00.3113,Men,Dutch, UK,2nd Jun 2002,Fort William
Oscar SAIZ,Oscar SAIZ,5:02.8914,Men,Spanish, UK,2nd Jun 2002,Fort William
Dan ATHERTON,Dan ATHERTON,5:02.9315,Men,British, UK,2nd Jun 2002,Fort William
Ivan OULEGO MORENO,Ivan OULEGO MORENO,5:03.1116,Men,Spanish, UK,2nd Jun 2002,Fort William
Steve PEAT,Steve PEAT,5:03.3717,Men,British, UK,2nd Jun 2002,Fort William
Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,5:04.1118,Men,Spanish, UK,2nd Jun 2002,Fort William
Wilfred VAN DE HATERD,Wilfred VAN DE HATERD,5:05.2019,Men,Dutch, UK,2nd Jun 2002,Fort William
Matti LEHIKOINEN,Matti LEHIKOINEN,5:05.8320,Men,Finnish, UK,2nd Jun 2002,Fort William
Grzegorz ZIELINSKI,Grzegorz ZIELINSKI,5:06.2221,Men,Polish, UK,2nd Jun 2002,Fort William
Greg MINNAAR,Greg MINNAAR,5:06.2622,Men,South African, UK,2nd Jun 2002,Fort William
Will LONGDEN,Will LONGDEN,5:06.9923,Men,British, UK,2nd Jun 2002,Fort William
Sean MCCARROLL,Sean MCCARROLL,5:08.2724,Men,Australian, UK,2nd Jun 2002,Fort William
Julien CAMELLINI,Julien CAMELLINI,5:08.7425,Men,French, UK,2nd Jun 2002,Fort William
Marc BEAUMONT,Marc BEAUMONT,5:09.5426,Men,British, UK,2nd Jun 2002,Fort William
Rob WARNER,Rob WARNER,5:10.5227,Men,British, UK,2nd Jun 2002,Fort William
Steve BARKER,Steve BARKER,5:10.5828,Men,British, UK,2nd Jun 2002,Fort William
Zigmars SKOLINS,Zigmars SKOLINS,5:11.4729,Men,Latvian, UK,2nd Jun 2002,Fort William
Vlastimil HYNCICA,Vlastimil HYNCICA,5:11.5830,Men,Czech, UK,2nd Jun 2002,Fort William
Rick BOYER,Rick BOYER,5:12.0031,Men,Australian, UK,2nd Jun 2002,Fort William
Markolf BERCHTOLD,Markolf BERCHTOLD,5:12.4832,Men,Brazilian, UK,2nd Jun 2002,Fort William
Guido TSCHUGG,Guido TSCHUGG,5:12.5033,Men,German, UK,2nd Jun 2002,Fort William
Julien POOMANS,Julien POOMANS,5:12.5934,Men,French, UK,2nd Jun 2002,Fort William
John LAWLOR,John LAWLOR,5:12.7535,Men,Irish, UK,2nd Jun 2002,Fort William
Tim PONTING,Tim PONTING,5:12.8036,Men,British, UK,2nd Jun 2002,Fort William
Scott BEAUMONT,Scott BEAUMONT,5:12.9137,Men,British, UK,2nd Jun 2002,Fort William
Crawford CARRICK-ANDERSON,Crawford CARRICK-ANDERSON,5:12.9938,Men,British, UK,2nd Jun 2002,Fort William
Damien MERMOUD,Damien MERMOUD,5:13.8839,Men,Swiss, UK,2nd Jun 2002,Fort William
David WARDELL,David WARDELL,5:13.9340,Men,British, UK,2nd Jun 2002,Fort William
Colin ROSS,Colin ROSS,5:15.4641,Men,Irish, UK,2nd Jun 2002,Fort William
Gertje THOLEN,Gertje THOLEN,5:16.6942,Men,Dutch, UK,2nd Jun 2002,Fort William
Trond Gjerdrem HANSEN,Trond Gjerdrem HANSEN,5:17.9243,Men,Norwegian, UK,2nd Jun 2002,Fort William
Karim AMOUR,Karim AMOUR,5:18.8644,Men,French, UK,2nd Jun 2002,Fort William
Trevor PORTER,Trevor PORTER,5:19.8045,Men,Canadian, UK,2nd Jun 2002,Fort William
Robert JARMAN*,Robert JARMAN*,5:19.9046,Men,British, UK,2nd Jun 2002,Fort William
Stu THOMSON,Stu THOMSON,5:20.9447,Men,British, UK,2nd Jun 2002,Fort William
Jonny CHEETHAM,Jonny CHEETHAM,5:21.4348,Men,British, UK,2nd Jun 2002,Fort William
Matieu PROST,Matieu PROST,5:22.2649,Men,French, UK,2nd Jun 2002,Fort William
Naoki IDEGAWA,Naoki IDEGAWA,5:22.7950,Men,Japanese, UK,2nd Jun 2002,Fort William
Espen JOHNSEN,Espen JOHNSEN,5:23.9051,Men,Norwegian, UK,2nd Jun 2002,Fort William
Jordi BAGO,Jordi BAGO,5:24.0852,Men,Spanish, UK,2nd Jun 2002,Fort William
William CORRY,William CORRY,5:24.1753,Men,Irish, UK,2nd Jun 2002,Fort William
