,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
20116,Cyrille KURTZ,Cyrille KURTZ,DNQ,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,,Val di Sole3rd Jun 2012,103.77935052891934,0,1
20121,Iraitz ETXEBARRIA,Iraitz ETXEBARRIA,DNQ,Men,Spanish,Italy,3rd Jun 2012,Val di Sole,Spain,0,,Val di Sole3rd Jun 2012,10.334153355275078,1,1
20123,Oliver BURTON,Oliver BURTON,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,15.128761305784266,0,1
20124,Scott MEARS,Scott MEARS,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,16.470710404760535,0,1
20126,Matty STUTTARD,Matty STUTTARD,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,27.620825171357133,0,1
20128,Robert SMITH (elt),Robert SMITH (elt),DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,17.845692288825997,1,1
20130,Matej CHARVAT,Matej CHARVAT,DNQ,Men,Czech,Italy,3rd Jun 2012,Val di Sole,Czech Republic,0,,Val di Sole3rd Jun 2012,51.595186430324745,0,1
20131,Adam BRAYTON,Adam BRAYTON,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,18.351168431857534,0,1
20132,Gareth BREWIN,Gareth BREWIN,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,10.269350083670536,0,1
20134,Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,,Val di Sole3rd Jun 2012,17.48076812025903,0,1
20137,Remi GAUVIN,Remi GAUVIN,DNQ,Men,Canadian,Italy,3rd Jun 2012,Val di Sole,Canada ,0,,Val di Sole3rd Jun 2012,31.305834385562157,0,1
20138,Thomas JEANDIN,Thomas JEANDIN,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,19.245443971491795,0,1
20139,Duncan RIFFLE,Duncan RIFFLE,DNQ,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,,Val di Sole3rd Jun 2012,28.399459763219028,0,1
20140,Zakarias JOHANSEN,Zakarias JOHANSEN,DNQ,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,,Val di Sole3rd Jun 2012,22.319735518545734,0,1
20142,Niklas WALLNER,Niklas WALLNER,DNQ,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,,Val di Sole3rd Jun 2012,17.907599446740274,0,1
20150,Ludovic MAY,Ludovic MAY,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,191.05447293995098,0,1
20156,Tom BRAITHWAITE (elt),Tom BRAITHWAITE (elt),DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,17.213944748360888,0,1
20159,Logan BINGGELI,Logan BINGGELI,DNQ,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,,Val di Sole3rd Jun 2012,16.88516688432,0,1
20162,Bryn DICKERSON,Bryn DICKERSON,DNQ,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,,Val di Sole3rd Jun 2012,18.656754192678093,0,1
20164,Erik IRMISCH,Erik IRMISCH,DNQ,Men,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,,Val di Sole3rd Jun 2012,120.41418628499731,0,1
20169,Gerard WOLFE,Gerard WOLFE,DNQ,Men,Irish,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,89.08490101541022,1,1
20172,Markus PLANITZER,Markus PLANITZER,DNQ,Men,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,,Val di Sole3rd Jun 2012,16.236559672649943,1,1
20175,Alex BOND (elt),Alex BOND (elt),DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,30.927370692157474,0,1
20182,Ondrej BARTA,Ondrej BARTA,DNQ,Men,Czech,Italy,3rd Jun 2012,Val di Sole,Czech Republic,0,,Val di Sole3rd Jun 2012,,0,0
20184,Marcel BEER,Marcel BEER,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,22.862663911658565,0,1
20207,Johann POTGIETER,Johann POTGIETER,DNQ,Men,South African,Italy,3rd Jun 2012,Val di Sole,South Africa,0,,Val di Sole3rd Jun 2012,24.49734694180932,0,1
20216,Martin FREI,Martin FREI,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,26.44745620393072,0,1
20217,Dominik GSPAN,Dominik GSPAN,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,60.25209361635064,0,1
20218,Lars PEYER,Lars PEYER,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,19.197005618744335,0,1
20221,Dennis DERTELL,Dennis DERTELL,DNQ,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,,Val di Sole3rd Jun 2012,14.715869888983878,0,1
20226,Eddie MASTERS,Eddie MASTERS,DNQ,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,,Val di Sole3rd Jun 2012,58.71137971556193,0,1
20232,Cédric GRACIA,Cédric GRACIA,DNQ,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,,Val di Sole3rd Jun 2012,23.35575771555687,0,1
20234,Jasper JAUCH,Jasper JAUCH,DNQ,Men,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,,Val di Sole3rd Jun 2012,26.1093217764617,0,1
20236,Isak LEIVSSON,Isak LEIVSSON,DNQ,Men,Norwegian,Italy,3rd Jun 2012,Val di Sole,Norway,0,,Val di Sole3rd Jun 2012,18.07081852050416,0,1
20238,Neko MULALLY,Neko MULALLY,DNQ,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,,Val di Sole3rd Jun 2012,50.38226754945991,0,1
20239,Romain PAULHAN,Romain PAULHAN,DNQ,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,,Val di Sole3rd Jun 2012,27.990685829024375,0,1
20242,Samuel ZBINDEN,Samuel ZBINDEN,DNQ,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,,Val di Sole3rd Jun 2012,32.96343797732677,0,1
20243,Rachel ATHERTON,Rachel ATHERTON,3:49.4361,Women,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.823935,Val di Sole3rd Jun 2012,0.0,1,0
20244,Myriam NICOLE,Myriam NICOLE,3:53.9212,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.8986866666666664,Val di Sole3rd Jun 2012,1.9548362267315378,0,0
20245,Emmeline RAGOT,Emmeline RAGOT,3:57.5193,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.9586550000000003,Val di Sole3rd Jun 2012,3.5230724371622557,0,0
20246,Floriane PUGIN,Floriane PUGIN,4:04.8824,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,4.0813733333333335,Val di Sole3rd Jun 2012,6.7322884236613145,0,1
20247,Morgane CHARRE,Morgane CHARRE,4:09.7375,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,4.1622916666666665,Val di Sole3rd Jun 2012,8.848389595185747,0,0
20248,Emilie SIEGENTHALER,Emilie SIEGENTHALER,4:12.6436,Women,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,4.210726666666667,Val di Sole3rd Jun 2012,10.11501677373352,0,0
20249,Petra BERNHARD,Petra BERNHARD,4:13.3207,Women,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,4.222011666666667,Val di Sole3rd Jun 2012,10.410131622704544,0,0
20250,Anita MOLCIK,Anita MOLCIK,4:13.7698,Women,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,4.229496666666667,Val di Sole3rd Jun 2012,10.605872397586946,0,0
20251,Tracey HANNAH,Tracey HANNAH,4:21.7449,Women,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,4.362415,Val di Sole3rd Jun 2012,14.081829319797556,0,1
20252,Sabrina JONNIER,Sabrina JONNIER,4:22.66810,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,4.377801666666667,Val di Sole3rd Jun 2012,14.484207149615935,0,1
20253,Alia MARCELLINI,Alia MARCELLINI,4:24.42011,Women,Italian,Italy,3rd Jun 2012,Val di Sole,Italy,1,4.407001833333333,Val di Sole3rd Jun 2012,15.247822814282497,0,0
20254,Miranda MILLER,Miranda MILLER,4:26.24412,Women,Canadian,Italy,3rd Jun 2012,Val di Sole,Canada ,0,4.437402,Val di Sole3rd Jun 2012,16.042819765503324,0,1
20255,Jill KINTNER,Jill KINTNER,4:27.93613,Women,American,Italy,3rd Jun 2012,Val di Sole,USA,0,4.465602166666667,Val di Sole3rd Jun 2012,16.780284358041307,0,1
20257,Céline GROS,Céline GROS,4:28.69215,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,4.4782025,Val di Sole3rd Jun 2012,17.10979658388545,0,1
20258,Harriet RUECKNAGEL,Harriet RUECKNAGEL,4:29.23016,Women,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,4.487169333333333,Val di Sole3rd Jun 2012,17.344288889150384,0,0
20259,Carina CAPPELLARI,Carina CAPPELLARI,4:30.32917,Women,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,4.505486166666667,Val di Sole3rd Jun 2012,17.823293718817567,0,1
20260,Jess STONE,Jess STONE,4:33.66118,Women,British,Italy,3rd Jun 2012,Val di Sole,UK,0,4.561019666666667,Val di Sole3rd Jun 2012,19.275554282870043,0,1
20261,Caroline SAX,Caroline SAX,4:34.54419,Women,French,Italy,3rd Jun 2012,Val di Sole,France,0,4.5757365,Val di Sole3rd Jun 2012,19.66041525287432,0,1
20262,Miriam RUCHTI,Miriam RUCHTI,4:48.25120,Women,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,4.804186666666666,Val di Sole3rd Jun 2012,25.634632039160344,0,1
20263,Manon CARPENTER,Manon CARPENTER,DNS,Women,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,20.892199289818024,0,1
20266,Fionn GRIFFITHS,Fionn GRIFFITHS,DNQ,Women,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,197.84974792721064,0,1
20267,Jana BARTOVA,Jana BARTOVA,DNQ,Women,Czech,Italy,3rd Jun 2012,Val di Sole,Czech Republic,0,,Val di Sole3rd Jun 2012,81.7603848275674,0,1
20269,Zarja CERNILOGAR,Zarja CERNILOGAR,DNQ,Women,Slovenian,Italy,3rd Jun 2012,Val di Sole,Slovenia,0,,Val di Sole3rd Jun 2012,37.38175906543803,0,1
20275,Diana MARGGRAFF,Diana MARGGRAFF,DNQ,Women,Ecuadorian,Italy,3rd Jun 2012,Val di Sole,Ecuador,0,,Val di Sole3rd Jun 2012,61.67907933415919,0,1
20276,Vaea VERBEECK,Vaea VERBEECK,DNQ,Women,Canadian,Italy,3rd Jun 2012,Val di Sole,Canada ,0,,Val di Sole3rd Jun 2012,26.36703004102914,0,1
20278,Helene Valerie FRUHWIRTH,Helene Valerie FRUHWIRTH,DNQ,Women,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,,Val di Sole3rd Jun 2012,47.45575563146478,0,1
20283,Greg MINNAAR,Greg MINNAAR,3:57.9801,Men,South African,South Africa,18th Mar 2012,Pietermaritzburg,South Africa,1,3.966335,Pietermaritzburg18th Mar 2012,0.0,1,0
20284,Aaron GWIN,Aaron GWIN,3:58.6122,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,3.97687,Pietermaritzburg18th Mar 2012,0.26561044389845634,1,0
20285,Mick HANNAH,Mick HANNAH,3:58.9743,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,3.982905,Pietermaritzburg18th Mar 2012,0.41776602329355317,1,0
20286,Gee ATHERTON,Gee ATHERTON,3:59.2834,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,3.9880566666666666,Pietermaritzburg18th Mar 2012,0.5476508329898211,1,0
20287,Stevie SMITH,Stevie SMITH,4:02.3645,Men,Canadian,South Africa,18th Mar 2012,Pietermaritzburg,Canada ,0,4.039408333333333,Pietermaritzburg18th Mar 2012,1.842338918254094,0,0
20288,Jared GRAVES,Jared GRAVES,4:02.4166,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,4.040276666666666,Pietermaritzburg18th Mar 2012,1.8642315050712233,1,0
20289,Andrew NEETHLING,Andrew NEETHLING,4:02.7807,Men,South African,South Africa,18th Mar 2012,Pietermaritzburg,South Africa,1,4.046345,Pietermaritzburg18th Mar 2012,2.0172274908700327,1,0
20290,Troy BROSNAN,Troy BROSNAN,4:02.9978,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,4.049963333333333,Pietermaritzburg18th Mar 2012,2.1084536059947867,0,0
20291,Julien CAMELLINI,Julien CAMELLINI,4:03.5849,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.059748333333333,Pietermaritzburg18th Mar 2012,2.3551549058093535,1,0
20292,Cédric GRACIA,Cédric GRACIA,4:03.65410,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.060901666666667,Pietermaritzburg18th Mar 2012,2.3842329673783746,0,0
20293,Sam HILL (elt),Sam HILL (elt),4:03.81611,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,4.063601833333333,Pietermaritzburg18th Mar 2012,2.4523100881124194,0,0
20294,Nick BEER,Nick BEER,4:03.87412,Men,Swiss,South Africa,18th Mar 2012,Pietermaritzburg,Switzerland,0,4.064568666666666,Pietermaritzburg18th Mar 2012,2.4766860758525633,1,0
20295,Aurélien GIORDANENGO,Aurélien GIORDANENGO,4:04.04413,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.067402166666667,Pietermaritzburg18th Mar 2012,2.548124822201525,1,0
20296,Neko MULALLY,Neko MULALLY,4:04.30714,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.071785666666667,Pietermaritzburg18th Mar 2012,2.6586424663238795,1,0
20297,Steve PEAT,Steve PEAT,4:05.65015,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.094169166666667,Pietermaritzburg18th Mar 2012,3.2229795684597384,0,0
20298,Fabien COUSINIE,Fabien COUSINIE,4:05.65416,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.094236,Pietermaritzburg18th Mar 2012,3.224664583299197,1,0
20299,Justin LEOV,Justin LEOV,4:06.55917,Men,New Zealand,South Africa,18th Mar 2012,Pietermaritzburg,New Zealand,0,4.1093195,Pietermaritzburg18th Mar 2012,3.6049526830184586,0,0
20300,Marc BEAUMONT,Marc BEAUMONT,4:06.85418,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.114236333333333,Pietermaritzburg18th Mar 2012,3.7289168296004593,0,0
20301,Brook MACDONALD,Brook MACDONALD,4:07.01619,Men,New Zealand,South Africa,18th Mar 2012,Pietermaritzburg,New Zealand,0,4.1169364999999996,Pietermaritzburg18th Mar 2012,3.796993950334504,0,0
20302,Brendan FAIRCLOUGH,Brendan FAIRCLOUGH,4:07.19220,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.11987,Pietermaritzburg18th Mar 2012,3.870953915894648,0,0
20303,Josh BRYCELAND,Josh BRYCELAND,4:07.37621,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.122936833333333,Pietermaritzburg18th Mar 2012,3.9482755070697095,0,0
20304,Rémi THIRION,Rémi THIRION,4:08.28722,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.138120333333333,Pietermaritzburg18th Mar 2012,4.331084826000153,0,0
20305,Thibaut RUFFIN,Thibaut RUFFIN,4:08.39223,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.1398705,Pietermaritzburg18th Mar 2012,4.375210364227922,1,0
20306,Bryn ATKINSON,Bryn ATKINSON,4:08.63724,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,4.143954,Pietermaritzburg18th Mar 2012,4.478164350716729,1,0
20307,Damien SPAGNOLO,Damien SPAGNOLO,4:08.91825,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.1486375,Pietermaritzburg18th Mar 2012,4.59624565247263,1,0
20309,Oliver BURTON,Oliver BURTON,4:09.15827,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.152637833333333,Pietermaritzburg18th Mar 2012,4.697102824984101,1,0
20310,Robin WALLNER,Robin WALLNER,4:09.39828,Men,Swedish,South Africa,18th Mar 2012,Pietermaritzburg,Sweden,0,4.156638,Pietermaritzburg18th Mar 2012,4.797955795463582,1,0
20311,Johannes FISCHBACH,Johannes FISCHBACH,4:09.86129,Men,German,South Africa,18th Mar 2012,Pietermaritzburg,Germany,0,4.164354833333333,Pietermaritzburg18th Mar 2012,4.992514079958799,0,0
20312,Mitch DELFS,Mitch DELFS,4:09.86630,Men,Australian,South Africa,18th Mar 2012,Pietermaritzburg,Australia,0,4.164438333333333,Pietermaritzburg18th Mar 2012,4.994619298000114,0,0
20314,Pierre Charles GEORGES,Pierre Charles GEORGES,4:10.36632,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.172772,Pietermaritzburg18th Mar 2012,5.204729302996358,1,0
20315,Johann POTGIETER,Johann POTGIETER,4:10.45233,Men,South African,South Africa,18th Mar 2012,Pietermaritzburg,South Africa,1,4.1742055,Pietermaritzburg18th Mar 2012,5.240870980388701,1,0
20316,Marcus KLAUSMANN,Marcus KLAUSMANN,4:10.51334,Men,German,South Africa,18th Mar 2012,Pietermaritzburg,Germany,0,4.175222333333333,Pietermaritzburg18th Mar 2012,5.266507577734436,0,0
20317,Lorenzo SUDING,Lorenzo SUDING,4:10.73935,Men,Italian,South Africa,18th Mar 2012,Pietermaritzburg,Italy,0,4.178989166666667,Pietermaritzburg18th Mar 2012,5.361477703387818,0,0
20318,Duncan RIFFLE,Duncan RIFFLE,4:11.19136,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.186522666666667,Pietermaritzburg18th Mar 2012,5.551413752662526,1,0
20319,Isak LEIVSSON,Isak LEIVSSON,4:11.47137,Men,Norwegian,South Africa,18th Mar 2012,Pietermaritzburg,Norway,0,4.1911895,Pietermaritzburg18th Mar 2012,5.669074851216549,0,0
20320,Luke STROBEL,Luke STROBEL,4:11.56438,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.192739666666666,Pietermaritzburg18th Mar 2012,5.708157951021953,0,0
20321,Greg WILLIAMSON,Greg WILLIAMSON,4:12.47239,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.207873166666666,Pietermaritzburg18th Mar 2012,6.089706660346805,0,0
20322,George BRANNIGAN,George BRANNIGAN,4:12.49540,Men,New Zealand,South Africa,18th Mar 2012,Pietermaritzburg,New Zealand,0,4.208256666666666,Pietermaritzburg18th Mar 2012,6.099375536021712,0,0
20323,Danny HART (elt),Danny HART (elt),4:12.59641,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.209940166666667,Pietermaritzburg18th Mar 2012,6.1418202614420325,0,1
20324,Joe SMITH (elt),Joe SMITH (elt),4:12.82442,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.213740333333333,Pietermaritzburg18th Mar 2012,6.237630793499105,0,0
20325,Curtis KEENE,Curtis KEENE,4:13.01843,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.216973833333333,Pietermaritzburg18th Mar 2012,6.319154416692818,1,0
20326,Mitch ROPELATO,Mitch ROPELATO,4:13.05244,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.217540666666666,Pietermaritzburg18th Mar 2012,6.333445527588233,0,0
20327,Matt SIMMONDS (elt),Matt SIMMONDS (elt),4:13.08545,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.218090833333333,Pietermaritzburg18th Mar 2012,6.347316435281769,0,0
20328,Rich THOMAS,Rich THOMAS,4:13.33846,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.222307666666667,Pietermaritzburg18th Mar 2012,6.453632047385471,1,0
20329,Bernard KERR,Bernard KERR,4:13.72247,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.228707833333333,Pietermaritzburg18th Mar 2012,6.614994278933395,0,1
20331,Jonty NEETHLING,Jonty NEETHLING,4:14.20249,Men,South African,South Africa,18th Mar 2012,Pietermaritzburg,South Africa,1,4.236708166666666,Pietermaritzburg18th Mar 2012,6.816700219892335,1,0
20332,Harry MOLLOY,Harry MOLLOY,4:14.29250,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.238208333333334,Pietermaritzburg18th Mar 2012,6.854522710092148,0,0
20333,Eliot JACKSON,Eliot JACKSON,4:14.63651,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.243941833333333,Pietermaritzburg18th Mar 2012,6.999076813565508,0,0
20334,Mickael PASCAL,Mickael PASCAL,4:14.63752,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.243958666666667,Pietermaritzburg18th Mar 2012,6.999501218799398,0,1
20335,Alex BOND (elt),Alex BOND (elt),4:14.71253,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.245208833333333,Pietermaritzburg18th Mar 2012,7.031020660971232,0,0
20336,Stefan GARLICKI,Stefan GARLICKI,4:14.81854,Men,South African,South Africa,18th Mar 2012,Pietermaritzburg,South Africa,1,4.246975666666667,Pietermaritzburg18th Mar 2012,7.075566402400879,1,0
20337,Patrick THOME,Patrick THOME,4:14.89255,Men,French,South Africa,18th Mar 2012,Pietermaritzburg,France,0,4.248209166666666,Pietermaritzburg18th Mar 2012,7.106665641370857,0,0
20338,Tom BRAITHWAITE (elt),Tom BRAITHWAITE (elt),4:15.13456,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.252242666666667,Pietermaritzburg18th Mar 2012,7.208359018254051,0,0
20339,Emanuel POMBO,Emanuel POMBO,4:16.04057,Men,Portuguese,South Africa,18th Mar 2012,Pietermaritzburg,Portugal,0,4.267342833333333,Pietermaritzburg18th Mar 2012,7.589067321175169,0,0
20340,Sam BLENKINSOP,Sam BLENKINSOP,4:16.08658,Men,New Zealand,South Africa,18th Mar 2012,Pietermaritzburg,New Zealand,0,4.268109666666667,Pietermaritzburg18th Mar 2012,7.608400870492948,0,1
20341,Lars PEYER,Lars PEYER,4:16.42759,Men,Swiss,South Africa,18th Mar 2012,Pietermaritzburg,Switzerland,0,4.273793166666667,Pietermaritzburg18th Mar 2012,7.751694364360717,1,0
20342,Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,4:16.62960,Men,Swedish,South Africa,18th Mar 2012,Pietermaritzburg,Sweden,0,4.27716,Pietermaritzburg18th Mar 2012,7.836579613169348,0,0
20343,Ziga PANDUR,Ziga PANDUR,4:16.75561,Men,Slovenian,South Africa,18th Mar 2012,Pietermaritzburg,Slovenia,0,4.279260166666667,Pietermaritzburg18th Mar 2012,7.889529418636276,0,0
20345,Logan BINGGELI,Logan BINGGELI,4:18.05063,Men,American,South Africa,18th Mar 2012,Pietermaritzburg,USA,0,4.300843833333333,Pietermaritzburg18th Mar 2012,8.433700969114643,0,0
20346,Niklas WALLNER,Niklas WALLNER,4:18.11264,Men,Swedish,South Africa,18th Mar 2012,Pietermaritzburg,Sweden,0,4.3018773333333336,Pietermaritzburg18th Mar 2012,8.459757769662257,0,0
20347,Fergus LAMB,Fergus LAMB,4:18.85565,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.314260833333333,Pietermaritzburg18th Mar 2012,8.771972950679485,0,0
20348,Harry HEATH,Harry HEATH,4:18.96966,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.316161,Pietermaritzburg18th Mar 2012,8.81988031772405,0,1
20349,Nejc RUTAR,Nejc RUTAR,4:19.53267,Men,Slovenian,South Africa,18th Mar 2012,Pietermaritzburg,Slovenia,0,4.3255445,Pietermaritzburg18th Mar 2012,9.056458922405696,0,0
20350,Ludovic MAY,Ludovic MAY,4:19.57468,Men,Swiss,South Africa,18th Mar 2012,Pietermaritzburg,Switzerland,0,4.326244666666667,Pietermaritzburg18th Mar 2012,9.074111658916028,1,0
20351,Jack READING,Jack READING,4:19.91869,Men,British,South Africa,18th Mar 2012,Pietermaritzburg,UK,0,4.331978166666667,Pietermaritzburg18th Mar 2012,9.218665762389367,0,1
20354,Miran VAUH,Miran VAUH,4:20.84872,Men,Slovenian,South Africa,18th Mar 2012,Pietermaritzburg,Slovenia,0,4.3474786666666665,Pietermaritzburg18th Mar 2012,9.60946734621928,0,0
